Date,Doctor Code,Amount Of Patients
2020-01-03,9281,2
2020-01-04,9281,3
2020-01-05,9281,2
2020-01-07,9281,2
2020-01-08,9281,1
2020-01-09,9281,4
2020-01-10,9281,2
2020-01-11,9281,1
2020-01-12,9281,1
2020-01-13,9281,3
2020-01-15,9281,4
2020-01-16,9281,1
2020-01-18,9281,2
2020-01-20,9281,1
2020-01-21,9281,2
2020-01-22,9281,3
2020-01-23,9281,1
2020-01-25,9281,1
2020-01-26,9281,1
2020-01-28,9281,2
2020-01-30,9281,2
2020-02-02,9281,1
2020-02-03,9281,4
2020-02-04,9281,1
2020-02-05,9281,2
2020-02-06,9281,1
2020-02-08,9281,1
2020-02-09,9281,2
2020-02-10,9281,4
2020-02-11,9281,2
2020-02-12,9281,2
2020-02-13,9281,4
2020-02-14,9281,1
2020-02-15,9281,1
2020-02-18,9281,2
2020-02-19,9281,2
2020-02-20,9281,2
2020-02-21,9281,1
2020-02-23,9281,1
2020-02-24,9281,3
2020-02-27,9281,1
2020-02-28,9281,1
2020-03-01,9281,2
2020-03-08,9281,2
2020-03-10,9281,1
2020-03-11,9281,1
2020-03-12,9281,3
2020-03-15,9281,3
2020-03-17,9281,1
2020-03-18,9281,2
2020-03-23,9281,2
2020-03-24,9281,2
2020-03-26,9281,2
2020-03-27,9281,1
2020-03-28,9281,3
2020-03-29,9281,2
2020-03-31,9281,1
2020-04-03,9281,1
2020-04-05,9281,1
2020-04-08,9281,1
2020-04-12,9281,1
2020-04-21,9281,2
2020-04-22,9281,1
2020-04-23,9281,1
2020-04-24,9281,1
2020-04-25,9281,2
2020-04-26,9281,1
2020-04-28,9281,3
2020-04-30,9281,1
2020-05-01,9281,3
2020-05-03,9281,2
2020-05-04,9281,1
2020-05-05,9281,1
2020-05-06,9281,2
2020-05-07,9281,1
2020-05-08,9281,1
2020-05-10,9281,4
2020-05-11,9281,1
2020-05-12,9281,2
2020-05-13,9281,1
2020-05-14,9281,2
2020-05-16,9281,2
2020-05-18,9281,1
2020-05-20,9281,2
2020-05-21,9281,1
2020-05-22,9281,1
2020-05-24,9281,1
2020-05-27,9281,2
2020-05-29,9281,1
2020-06-02,9281,3
2020-06-03,9281,2
2020-06-06,9281,1
2020-06-08,9281,3
2020-06-10,9281,2
2020-06-12,9281,1
2020-06-13,9281,1
2020-06-14,9281,3
2020-06-17,9281,2
2020-06-19,9281,1
2020-06-20,9281,1
2020-06-21,9281,2
2020-06-22,9281,3
2020-06-23,9281,2
2020-06-24,9281,1
2020-06-25,9281,4
2020-06-26,9281,1
2020-06-27,9281,2
2020-06-28,9281,2
2020-06-30,9281,4
2020-07-01,9281,1
2020-07-02,9281,2
2020-07-03,9281,1
2020-07-04,9281,2
2020-07-06,9281,2
2020-07-07,9281,2
2020-07-08,9281,2
2020-07-09,9281,3
2020-07-10,9281,2
2020-07-11,9281,1
2020-07-12,9281,6
2020-07-13,9281,3
2020-07-14,9281,2
2020-07-15,9281,1
2020-07-16,9281,3
2020-07-17,9281,3
2020-07-19,9281,1
2020-07-21,9281,1
2020-07-24,9281,1
2020-07-28,9281,1
2020-07-29,9281,1
2020-07-31,9281,1
2020-08-01,9281,4
2020-08-02,9281,1
2020-08-04,9281,1
2020-08-07,9281,1
2020-08-10,9281,1
2020-08-11,9281,1
2020-08-15,9281,1
2020-08-18,9281,1
2020-08-31,9281,1
2020-09-04,9281,1
2020-09-05,9281,1
2020-09-07,9281,1
2020-09-09,9281,1
2020-09-11,9281,2
2020-09-20,9281,1
2020-09-22,9281,1
2020-09-25,9281,1
2020-09-28,9281,1
2020-10-11,9281,1
2020-10-13,9281,1
2020-10-15,9281,3
2020-10-16,9281,2
2020-10-30,9281,1
2020-11-19,9281,1
2020-11-25,9281,1
2020-12-02,9281,1
2020-12-07,9281,1
2020-12-08,9281,1
2020-12-10,9281,2
2020-12-11,9281,1
2020-12-14,9281,1
2020-12-19,9281,1
2020-12-24,9281,1
2021-01-27,9281,1
2021-02-10,9281,1
2021-03-08,9281,1
2021-03-09,9281,1
2021-03-10,9281,2
2021-03-17,9281,1
2021-03-24,9281,1
2021-03-25,9281,1
2021-03-26,9281,1
2021-03-27,9281,2
2021-03-29,9281,2
2021-03-30,9281,1
2021-04-04,9281,1
2021-05-14,9281,1
2021-07-19,9281,1
2021-07-20,9281,2
2021-07-21,9281,2
2021-07-27,9281,1
2022-02-22,9281,1
2022-03-03,9281,1
2022-03-04,9281,1
2022-03-07,9281,1
2022-03-09,9281,2
2022-03-10,9281,2
2022-03-11,9281,1
2022-03-12,9281,1
2022-03-13,9281,1
2022-03-14,9281,1
2022-03-15,9281,1
2022-03-16,9281,1
2022-03-19,9281,1
2022-03-22,9281,1
2022-03-26,9281,1
2022-03-27,9281,1
2022-04-03,9281,1
2022-04-04,9281,1
2022-04-10,9281,1
2022-04-24,9281,1
2022-04-26,9281,1
2022-05-07,9281,1
2022-05-08,9281,1
2022-05-09,9281,3
2022-05-11,9281,2
2022-05-15,9281,1
2022-05-17,9281,3
2022-05-18,9281,2
2022-05-19,9281,1
2022-05-20,9281,2
2022-05-21,9281,1
2022-05-22,9281,2
2022-05-23,9281,1
2022-05-24,9281,1
2022-05-25,9281,2
2022-05-26,9281,1
2022-05-27,9281,1
2022-05-28,9281,1
2022-06-01,9281,1
2022-06-02,9281,3
2022-06-04,9281,1
2022-06-05,9281,2
2022-06-06,9281,3
2022-06-07,9281,1
2022-06-08,9281,2
2022-06-09,9281,2
2022-06-12,9281,1
2022-06-13,9281,1
2022-06-16,9281,1
2022-06-17,9281,3
2022-06-18,9281,1
2022-06-19,9281,3
2022-06-21,9281,2
2022-06-27,9281,1
2022-06-28,9281,1
2022-06-29,9281,2
2022-06-30,9281,2
2022-09-05,9281,1
2022-09-07,9281,1
2022-09-08,9281,1
2022-10-05,9281,1
2022-10-06,9281,2
2022-11-20,9281,1
2022-11-24,9281,1
2022-11-30,9281,1
2022-12-07,9281,1
2022-12-08,9281,2
2022-12-09,9281,1
2022-12-14,9281,1
2022-12-15,9281,1
2022-12-16,9281,1
2022-12-19,9281,2
2022-12-20,9281,3
2022-12-21,9281,3
2022-12-22,9281,2
2022-12-23,9281,1
2022-12-25,9281,2
2022-12-26,9281,1
2022-12-27,9281,1
2022-12-28,9281,1
2022-12-29,9281,1
2022-12-30,9281,1
2022-12-31,9281,1
2023-01-02,9281,2
2023-01-03,9281,1
2023-01-04,9281,1
2023-01-05,9281,4
2023-01-13,9281,4
2023-01-15,9281,2
2023-01-17,9281,4
2023-01-18,9281,2
2023-01-22,9281,1
2023-01-23,9281,1
2023-01-24,9281,2
2023-01-25,9281,4
2023-01-26,9281,1
2023-01-27,9281,2
2023-01-28,9281,3
2023-01-29,9281,1
2023-01-31,9281,1
2023-02-03,9281,1
2023-02-04,9281,1
2023-02-06,9281,1
2023-02-08,9281,2
2023-02-11,9281,2
2023-02-12,9281,1
2023-02-14,9281,2
2023-02-24,9281,2
2023-02-27,9281,3
2023-02-28,9281,1
2023-03-01,9281,1
2023-03-03,9281,1
2023-03-04,9281,1
2023-03-05,9281,1
2023-03-06,9281,2
2023-03-07,9281,1
2023-03-08,9281,1
2023-03-14,9281,5
2023-03-15,9281,2
2023-03-16,9281,1
2023-03-18,9281,2
2023-03-20,9281,5
2023-03-21,9281,2
2023-03-22,9281,1
2023-03-24,9281,1
2023-03-26,9281,1
2023-03-27,9281,1
2023-03-28,9281,2
2023-03-29,9281,1
2023-03-30,9281,1
2023-03-31,9281,2
2023-04-02,9281,1
2023-04-04,9281,1
2023-04-06,9281,2
2023-04-08,9281,3
2023-04-09,9281,1
2023-04-10,9281,1
2023-04-11,9281,1
2023-04-13,9281,1
2023-04-14,9281,1
2023-04-16,9281,3
2023-04-17,9281,2
2023-04-18,9281,4
2023-04-20,9281,1
2023-04-23,9281,3
2023-04-26,9281,1
2023-04-27,9281,1
2023-05-02,9281,2
2023-05-06,9281,1
2023-05-08,9281,3
2023-05-09,9281,1
2023-05-10,9281,2
2023-05-12,9281,1
2023-05-13,9281,1
2023-05-15,9281,1
2023-05-17,9281,3
2023-05-18,9281,1
2023-05-19,9281,1
2023-05-20,9281,1
2023-05-22,9281,2
2023-05-28,9281,2
2023-06-01,9281,3
2023-06-02,9281,2
2023-06-04,9281,1
2023-06-05,9281,3
2023-06-06,9281,2
2023-06-07,9281,1
2023-06-08,9281,1
2023-06-14,9281,4
2023-06-18,9281,1
2023-06-24,9281,3
2023-06-25,9281,4
2023-06-26,9281,2
2023-06-27,9281,2
2023-06-28,9281,2
2023-07-07,9281,2
2023-08-13,9281,1
2022-07-10,9325,2
2022-07-16,9325,1
2022-07-23,9325,1
2022-07-24,9325,1
2022-07-26,9325,1
2022-08-02,9325,3
2022-11-30,9325,1
2020-01-01,9330,2
2020-01-03,9330,1
2020-01-05,9330,3
2020-01-08,9330,1
2020-01-09,9330,1
2020-01-12,9330,1
2020-01-13,9330,1
2020-01-16,9330,3
2020-01-19,9330,1
2020-01-20,9330,3
2020-01-21,9330,2
2020-01-22,9330,1
2020-01-23,9330,1
2020-01-26,9330,2
2020-01-27,9330,1
2020-01-28,9330,1
2020-01-29,9330,1
2020-02-05,9330,2
2020-02-09,9330,3
2020-02-10,9330,1
2020-02-14,9330,1
2020-02-16,9330,7
2020-02-17,9330,1
2020-02-23,9330,2
2020-02-24,9330,4
2020-02-26,9330,2
2020-03-08,9330,1
2020-03-09,9330,1
2020-03-14,9330,1
2020-03-15,9330,1
2020-03-18,9330,1
2020-03-19,9330,3
2020-03-27,9330,1
2020-04-12,9330,5
2020-04-21,9330,1
2020-04-22,9330,1
2020-04-24,9330,1
2020-05-03,9330,4
2020-05-14,9330,1
2020-05-17,9330,1
2020-05-18,9330,1
2020-05-19,9330,3
2020-05-20,9330,3
2020-05-21,9330,2
2020-05-22,9330,1
2020-05-24,9330,1
2020-05-25,9330,1
2020-05-26,9330,1
2020-06-01,9330,1
2020-06-03,9330,1
2020-06-06,9330,1
2020-06-07,9330,5
2020-06-09,9330,2
2020-06-11,9330,4
2020-06-12,9330,1
2020-06-14,9330,9
2020-06-15,9330,3
2020-06-16,9330,2
2020-06-21,9330,3
2020-06-23,9330,2
2020-06-24,9330,1
2020-06-25,9330,1
2020-06-28,9330,2
2020-06-30,9330,1
2020-07-19,9330,1
2020-07-22,9330,1
2020-07-23,9330,1
2020-07-24,9330,1
2020-07-26,9330,1
2020-07-29,9330,2
2020-07-30,9330,1
2020-08-01,9330,1
2020-08-02,9330,1
2020-08-03,9330,1
2020-08-09,9330,1
2020-08-24,9330,1
2020-08-25,9330,1
2020-08-27,9330,1
2020-09-01,9330,1
2020-09-11,9330,1
2020-09-13,9330,1
2020-09-14,9330,1
2020-09-23,9330,1
2020-09-27,9330,1
2020-11-16,9330,1
2020-12-06,9330,4
2020-12-07,9330,1
2020-12-09,9330,2
2020-12-10,9330,2
2020-12-11,9330,1
2020-12-13,9330,1
2020-12-16,9330,1
2020-12-17,9330,4
2020-12-20,9330,1
2020-12-21,9330,3
2020-12-22,9330,1
2020-12-27,9330,1
2021-01-02,9330,2
2021-01-03,9330,1
2021-01-05,9330,2
2021-01-06,9330,1
2021-01-07,9330,3
2021-01-09,9330,1
2021-01-10,9330,2
2021-01-13,9330,2
2021-01-14,9330,2
2021-01-18,9330,3
2021-01-24,9330,3
2021-01-31,9330,1
2021-02-01,9330,5
2021-02-03,9330,1
2021-02-04,9330,2
2021-02-07,9330,3
2021-02-08,9330,1
2021-02-09,9330,1
2021-02-13,9330,2
2021-02-14,9330,2
2021-02-17,9330,1
2021-02-20,9330,1
2021-02-21,9330,3
2021-02-24,9330,1
2021-02-28,9330,1
2021-03-03,9330,2
2021-03-04,9330,2
2021-03-06,9330,1
2021-03-07,9330,1
2021-03-08,9330,2
2021-03-09,9330,1
2021-03-10,9330,2
2021-03-12,9330,1
2021-03-15,9330,1
2021-03-16,9330,1
2021-03-17,9330,1
2021-03-20,9330,3
2021-03-21,9330,4
2021-03-22,9330,3
2021-03-25,9330,1
2021-04-11,9330,1
2021-04-21,9330,1
2021-04-25,9330,1
2021-05-09,9330,1
2021-05-12,9330,4
2021-05-18,9330,2
2021-05-19,9330,2
2021-06-02,9330,1
2021-06-03,9330,3
2021-06-11,9330,1
2021-06-12,9330,1
2021-06-13,9330,1
2021-06-24,9330,1
2021-06-25,9330,1
2021-06-27,9330,2
2021-07-11,9330,1
2020-01-02,9332,1
2020-01-04,9332,1
2020-01-05,9332,1
2020-01-07,9332,1
2020-01-12,9332,1
2020-01-13,9332,1
2020-01-16,9332,2
2020-01-17,9332,1
2020-01-22,9332,2
2020-01-30,9332,2
2020-02-03,9332,1
2020-02-04,9332,1
2020-02-09,9332,2
2020-02-10,9332,1
2020-02-18,9332,1
2020-02-23,9332,1
2020-02-26,9332,1
2020-03-09,9332,1
2020-03-10,9332,1
2020-03-11,9332,1
2020-03-12,9332,1
2020-03-23,9332,1
2020-03-26,9332,1
2020-03-29,9332,1
2020-03-30,9332,2
2020-04-01,9332,2
2020-04-06,9332,1
2020-04-07,9332,1
2020-04-09,9332,1
2020-04-12,9332,1
2020-04-14,9332,1
2020-04-20,9332,1
2020-04-21,9332,2
2020-04-22,9332,2
2020-04-27,9332,1
2020-05-06,9332,1
2020-05-10,9332,1
2020-05-11,9332,1
2020-05-14,9332,1
2020-05-15,9332,1
2020-05-17,9332,1
2020-05-19,9332,1
2020-05-22,9332,1
2020-05-24,9332,2
2020-05-25,9332,1
2020-05-27,9332,1
2020-06-02,9332,2
2020-06-03,9332,1
2020-06-07,9332,1
2020-06-08,9332,1
2020-06-24,9332,1
2020-07-02,9332,1
2020-07-24,9332,1
2020-06-12,9336,1
2020-10-12,9336,2
2020-10-25,9336,1
2020-11-14,9336,1
2020-01-15,9345,2
2020-02-04,9345,1
2020-02-23,9345,1
2020-03-04,9345,2
2020-01-01,9352,1
2020-01-05,9352,1
2020-01-06,9352,1
2020-01-12,9352,1
2020-01-17,9352,1
2020-01-27,9352,1
2020-02-02,9352,5
2020-02-05,9352,1
2020-02-09,9352,1
2020-02-10,9352,1
2020-02-11,9352,1
2020-02-12,9352,1
2020-02-14,9352,1
2020-02-16,9352,2
2020-02-19,9352,1
2020-02-21,9352,3
2020-02-22,9352,2
2020-02-23,9352,1
2020-02-25,9352,1
2020-02-27,9352,1
2020-03-07,9352,1
2020-03-08,9352,4
2020-03-09,9352,1
2020-03-17,9352,1
2020-03-29,9352,2
2020-04-24,9352,1
2020-05-02,9352,1
2020-05-03,9352,1
2020-05-04,9352,1
2020-05-15,9352,1
2020-05-31,9352,1
2020-06-03,9352,1
2020-06-08,9352,2
2020-06-10,9352,1
2020-06-11,9352,1
2020-06-14,9352,1
2020-06-15,9352,1
2020-06-17,9352,1
2020-06-21,9352,1
2020-06-22,9352,1
2020-06-25,9352,1
2020-06-27,9352,1
2020-07-01,9352,1
2020-08-02,9352,1
2020-08-11,9352,1
2020-08-12,9352,1
2020-08-28,9352,1
2020-09-03,9352,2
2020-09-22,9352,1
2020-12-03,9352,1
2020-12-05,9352,1
2020-12-06,9352,1
2020-12-07,9352,1
2020-12-09,9352,2
2020-12-22,9352,1
2020-12-23,9352,2
2020-12-30,9352,1
2021-01-12,9352,2
2021-01-28,9352,2
2021-01-31,9352,1
2021-02-01,9352,2
2021-02-03,9352,1
2021-02-04,9352,1
2021-02-09,9352,2
2021-02-10,9352,2
2021-02-16,9352,1
2021-02-24,9352,1
2021-02-28,9352,1
2021-03-02,9352,3
2021-03-06,9352,2
2021-03-07,9352,2
2021-03-11,9352,2
2021-03-14,9352,2
2021-03-17,9352,1
2021-03-18,9352,3
2021-03-20,9352,1
2021-03-23,9352,1
2021-03-24,9352,1
2021-04-03,9352,2
2021-04-04,9352,1
2021-04-24,9352,1
2021-04-25,9352,3
2021-04-26,9352,1
2021-04-28,9352,5
2021-05-05,9352,1
2021-05-08,9352,2
2021-05-19,9352,1
2021-05-20,9352,1
2021-05-24,9352,1
2021-06-06,9352,1
2022-11-05,9352,1
2022-11-12,9352,1
2022-11-13,9352,1
2022-11-15,9352,1
2022-11-27,9352,1
2022-12-10,9352,1
2022-12-31,9352,2
2023-02-12,9352,1
2023-02-13,9352,1
2023-02-18,9352,1
2023-03-22,9352,2
2023-04-29,9352,1
2023-10-18,9352,1
2020-01-02,9355,1
2020-01-08,9355,1
2020-01-20,9355,2
2020-01-22,9355,2
2020-01-24,9355,2
2020-02-01,9355,1
2020-02-02,9355,1
2020-02-03,9355,1
2020-02-05,9355,5
2020-02-06,9355,2
2020-02-10,9355,4
2020-02-11,9355,2
2020-02-12,9355,6
2020-02-13,9355,1
2020-02-17,9355,1
2020-02-19,9355,2
2020-02-29,9355,1
2020-03-16,9355,2
2020-03-18,9355,2
2020-03-23,9355,1
2020-03-25,9355,1
2020-03-27,9355,1
2020-03-28,9355,1
2020-03-31,9355,2
2020-04-02,9355,1
2020-04-18,9355,1
2020-04-19,9355,1
2020-04-20,9355,1
2020-04-21,9355,1
2020-04-22,9355,1
2020-04-23,9355,3
2020-04-26,9355,1
2020-04-29,9355,4
2020-04-30,9355,2
2020-05-04,9355,2
2020-05-06,9355,2
2020-05-09,9355,1
2020-05-12,9355,1
2020-05-13,9355,1
2020-05-18,9355,2
2020-05-21,9355,3
2020-05-23,9355,1
2020-05-24,9355,1
2020-05-25,9355,4
2020-05-27,9355,1
2020-06-17,9355,1
2020-06-18,9355,1
2020-06-24,9355,4
2020-06-25,9355,1
2020-07-02,9355,1
2020-07-16,9355,2
2020-07-18,9355,1
2020-07-20,9355,1
2020-07-22,9355,1
2020-07-23,9355,1
2020-07-24,9355,1
2020-07-26,9355,1
2020-07-28,9355,1
2020-07-29,9355,1
2020-07-30,9355,3
2020-08-07,9355,1
2020-08-10,9355,1
2020-08-19,9355,2
2020-08-20,9355,1
2020-08-24,9355,1
2020-08-25,9355,2
2020-08-26,9355,3
2020-08-27,9355,3
2020-08-31,9355,3
2020-09-09,9355,1
2020-09-10,9355,4
2020-09-14,9355,2
2020-09-16,9355,1
2020-09-18,9355,1
2020-09-21,9355,2
2020-09-23,9355,4
2020-09-24,9355,9
2020-09-25,9355,1
2020-09-26,9355,7
2020-09-29,9355,1
2020-09-30,9355,4
2020-10-05,9355,1
2020-10-07,9355,1
2020-10-08,9355,1
2020-10-10,9355,1
2020-10-11,9355,1
2021-02-11,9355,1
2021-02-17,9355,1
2021-02-22,9355,2
2021-02-24,9355,2
2021-02-25,9355,1
2021-03-01,9355,1
2021-03-05,9355,1
2021-03-14,9355,1
2021-03-15,9355,3
2021-03-17,9355,1
2021-03-18,9355,1
2021-03-19,9355,2
2021-03-22,9355,3
2021-03-23,9355,1
2021-03-24,9355,1
2021-03-25,9355,4
2021-03-27,9355,1
2021-03-29,9355,3
2021-03-31,9355,1
2021-04-06,9355,1
2021-04-07,9355,3
2021-04-08,9355,1
2021-04-09,9355,2
2021-04-12,9355,4
2021-04-13,9355,1
2021-04-18,9355,1
2021-04-21,9355,1
2021-04-24,9355,2
2021-04-26,9355,1
2021-04-29,9355,1
2021-05-04,9355,1
2021-05-05,9355,4
2021-05-06,9355,2
2021-05-08,9355,1
2021-05-09,9355,2
2021-05-12,9355,1
2021-05-13,9355,1
2021-05-17,9355,1
2021-05-19,9355,4
2021-05-20,9355,3
2021-05-21,9355,1
2021-06-02,9355,1
2021-06-09,9355,1
2021-06-13,9355,1
2021-06-14,9355,1
2021-06-16,9355,4
2021-06-19,9355,1
2021-06-21,9355,1
2021-06-23,9355,1
2021-06-24,9355,1
2021-06-28,9355,1
2021-06-30,9355,1
2021-07-01,9355,1
2021-07-12,9355,3
2021-07-14,9355,2
2021-07-15,9355,5
2021-07-17,9355,1
2021-07-22,9355,1
2021-07-23,9355,1
2021-07-28,9355,3
2021-07-29,9355,2
2021-08-04,9355,1
2021-08-09,9355,1
2021-08-11,9355,1
2021-08-26,9355,1
2021-09-06,9355,2
2021-09-09,9355,2
2021-09-13,9355,1
2021-09-14,9355,1
2021-09-19,9355,1
2021-10-06,9355,2
2021-10-07,9355,2
2021-10-08,9355,1
2021-10-11,9355,1
2021-10-13,9355,2
2021-11-27,9355,1
2021-12-06,9355,4
2021-12-08,9355,1
2021-12-09,9355,2
2021-12-20,9355,1
2021-12-27,9355,1
2022-01-04,9355,1
2022-01-05,9355,2
2022-01-07,9355,1
2022-01-10,9355,1
2022-01-11,9355,1
2022-01-12,9355,1
2022-01-19,9355,1
2022-01-21,9355,1
2022-01-24,9355,2
2022-01-26,9355,2
2022-01-27,9355,3
2022-01-30,9355,1
2022-01-31,9355,1
2022-02-01,9355,1
2022-02-02,9355,2
2022-02-03,9355,2
2022-02-10,9355,2
2022-03-16,9355,2
2022-03-17,9355,1
2022-03-18,9355,4
2022-03-21,9355,2
2022-03-22,9355,1
2022-03-23,9355,2
2022-04-20,9355,1
2022-05-02,9355,3
2022-05-04,9355,4
2022-05-05,9355,1
2022-05-21,9355,1
2022-05-23,9355,5
2022-05-25,9355,3
2020-01-02,9361,2
2020-01-04,9361,1
2020-01-05,9361,4
2020-01-10,9361,1
2020-01-12,9361,3
2020-01-13,9361,1
2020-01-15,9361,1
2020-01-18,9361,1
2020-01-19,9361,4
2020-01-22,9361,1
2020-01-26,9361,3
2020-01-27,9361,3
2020-01-30,9361,1
2020-01-31,9361,1
2020-02-02,9361,3
2020-02-03,9361,1
2020-02-06,9361,1
2020-02-07,9361,1
2020-02-08,9361,3
2020-02-10,9361,1
2020-02-15,9361,2
2020-02-16,9361,2
2020-02-17,9361,1
2020-02-18,9361,1
2020-02-20,9361,2
2020-02-22,9361,1
2020-02-23,9361,1
2020-02-24,9361,2
2020-02-25,9361,2
2020-03-01,9361,1
2020-03-02,9361,1
2020-03-03,9361,1
2020-03-08,9361,1
2020-03-10,9361,2
2020-04-27,9361,2
2020-05-03,9361,2
2020-05-04,9361,3
2020-05-05,9361,1
2020-05-06,9361,1
2020-05-10,9361,2
2020-05-11,9361,1
2020-05-12,9361,2
2020-05-17,9361,2
2020-05-18,9361,1
2020-05-20,9361,1
2020-05-21,9361,1
2020-05-22,9361,1
2020-05-27,9361,1
2020-05-31,9361,2
2020-06-10,9361,2
2020-06-15,9361,1
2020-06-20,9361,1
2020-06-21,9361,2
2020-06-22,9361,1
2020-06-26,9361,1
2020-06-27,9361,1
2020-06-28,9361,1
2020-06-29,9361,1
2020-06-30,9361,1
2020-07-02,9361,2
2020-07-04,9361,2
2020-07-05,9361,2
2020-07-06,9361,3
2020-07-07,9361,1
2020-07-09,9361,2
2020-07-12,9361,2
2020-07-15,9361,1
2020-07-16,9361,1
2020-07-17,9361,1
2020-07-19,9361,1
2020-07-20,9361,1
2020-07-21,9361,1
2020-07-22,9361,1
2020-07-25,9361,1
2020-07-26,9361,2
2020-08-19,9361,1
2020-08-30,9361,1
2020-09-04,9361,1
2020-09-05,9361,1
2020-09-07,9361,1
2020-09-10,9361,1
2020-09-15,9361,1
2020-09-27,9361,1
2020-10-02,9361,1
2020-10-03,9361,1
2021-01-25,9361,1
2021-01-30,9361,1
2021-01-31,9361,4
2021-02-08,9361,1
2021-02-10,9361,1
2021-02-15,9361,3
2021-02-22,9361,1
2021-02-25,9361,1
2021-03-04,9361,1
2021-03-06,9361,2
2021-03-07,9361,3
2021-03-08,9361,1
2021-03-13,9361,1
2021-03-14,9361,1
2021-03-20,9361,1
2021-04-06,9361,1
2021-04-09,9361,1
2021-04-13,9361,1
2021-04-25,9361,1
2021-04-28,9361,1
2021-05-03,9361,1
2021-05-21,9361,1
2021-05-26,9361,1
2021-05-27,9361,1
2021-07-05,9361,1
2021-07-06,9361,1
2021-07-16,9361,1
2021-07-19,9361,1
2021-08-12,9361,1
2021-08-31,9361,1
2021-09-15,9361,1
2021-09-24,9361,1
2021-10-20,9361,1
2021-11-25,9361,1
2021-12-19,9361,1
2021-12-30,9361,1
2020-01-07,9399,5
2020-01-14,9399,5
2020-01-28,9399,5
2020-02-04,9399,5
2020-02-11,9399,6
2020-02-18,9399,5
2020-02-25,9399,6
2020-03-03,9399,5
2020-03-10,9399,6
2020-03-17,9399,6
2020-05-12,9399,5
2020-05-19,9399,5
2020-05-26,9399,6
2020-06-02,9399,3
2020-06-09,9399,6
2020-06-10,9399,1
2020-06-16,9399,5
2020-06-23,9399,6
2020-06-30,9399,6
2020-07-07,9399,6
2020-07-14,9399,7
2020-07-21,9399,6
2020-07-28,9399,5
2020-08-04,9399,4
2020-08-11,9399,6
2020-08-31,9399,8
2020-09-08,9399,6
2020-09-14,9399,7
2020-09-15,9399,4
2020-09-21,9399,7
2020-09-22,9399,5
2020-09-23,9399,1
2020-09-29,9399,6
2020-10-13,9399,4
2020-10-20,9399,6
2020-10-27,9399,6
2020-11-03,9399,6
2020-11-10,9399,5
2020-11-17,9399,6
2020-11-23,9399,2
2020-11-24,9399,5
2020-12-01,9399,12
2020-12-08,9399,4
2020-12-15,9399,6
2020-12-22,9399,4
2020-12-29,9399,7
2021-01-05,9399,5
2021-01-12,9399,7
2021-01-19,9399,5
2021-01-26,9399,7
2021-02-02,9399,5
2021-02-09,9399,7
2021-02-16,9399,5
2021-02-23,9399,5
2021-03-02,9399,6
2021-03-09,9399,5
2021-03-16,9399,5
2021-04-06,9399,5
2021-04-20,9399,6
2021-04-27,9399,4
2021-05-04,9399,6
2021-05-11,9399,6
2021-05-18,9399,6
2021-06-01,9399,5
2021-06-07,9399,2
2021-06-08,9399,6
2021-06-22,9399,5
2021-07-13,9399,6
2021-07-27,9399,7
2021-10-12,9399,6
2021-10-26,9399,5
2021-11-23,9399,6
2021-12-28,9399,5
2022-04-04,9399,2
2022-10-26,9399,1
2020-01-01,9403,1
2020-02-10,9403,1
2020-02-16,9403,1
2020-02-21,9403,1
2020-02-24,9403,3
2020-05-06,9403,1
2020-05-27,9403,2
2020-05-31,9403,3
2020-06-28,9403,1
2020-07-05,9403,2
2020-09-14,9403,1
2020-11-18,9403,5
2020-01-02,9422,1
2020-01-03,9422,2
2020-01-04,9422,3
2020-01-05,9422,1
2020-01-06,9422,1
2020-01-07,9422,3
2020-01-08,9422,1
2020-01-09,9422,2
2020-01-11,9422,1
2020-01-13,9422,2
2020-01-14,9422,1
2020-01-15,9422,1
2020-01-18,9422,3
2020-01-19,9422,1
2020-01-25,9422,2
2020-01-26,9422,3
2020-01-27,9422,4
2020-01-28,9422,3
2020-01-29,9422,3
2020-01-30,9422,3
2020-01-31,9422,3
2020-02-02,9422,2
2020-02-05,9422,1
2020-02-08,9422,1
2020-02-09,9422,1
2020-02-12,9422,2
2020-02-16,9422,2
2020-02-17,9422,1
2020-02-18,9422,3
2020-02-19,9422,1
2020-02-21,9422,2
2020-02-22,9422,2
2020-02-23,9422,2
2020-02-24,9422,1
2020-02-25,9422,2
2020-02-26,9422,2
2020-02-27,9422,3
2020-02-28,9422,3
2020-02-29,9422,1
2020-03-01,9422,1
2020-03-02,9422,1
2020-03-03,9422,3
2020-03-04,9422,1
2020-03-09,9422,4
2020-03-10,9422,2
2020-03-11,9422,2
2020-03-16,9422,1
2020-03-18,9422,1
2020-03-19,9422,2
2020-03-20,9422,3
2020-03-21,9422,1
2020-03-26,9422,1
2020-03-31,9422,1
2020-04-01,9422,1
2020-04-02,9422,2
2020-04-06,9422,2
2020-04-08,9422,1
2020-04-09,9422,1
2020-04-11,9422,1
2020-04-12,9422,3
2020-04-18,9422,3
2020-04-19,9422,1
2020-04-24,9422,1
2020-04-26,9422,3
2020-04-27,9422,3
2020-05-01,9422,1
2020-05-03,9422,2
2020-05-04,9422,2
2020-05-05,9422,2
2020-05-07,9422,1
2020-05-09,9422,1
2020-05-10,9422,1
2020-05-12,9422,1
2020-05-13,9422,2
2020-05-15,9422,1
2020-05-18,9422,1
2020-05-19,9422,1
